headline,published,ticker
"КОНСЕНСУС: Сургутнефтегаз в 2023г получил 1,2 трлн руб. чистой прибыли, может выплатить 11,53 руб. на преф - ИНТЕРФАКС",2024-02-20 10:33:00,SNGS
"КОНСЕНСУС: Сургутнефтегаз в 2023г получил 1,2 трлн руб. чистой прибыли, может выплатить 11,53 руб. на преф - ИНТЕРФАКС",2024-02-20 10:33:00,SNGSP
"Россия в 2023 г. добыла на шельфе 24 млн т нефти, в Восточной Сибири - 54 млн т",2024-02-20 10:34:00,MRKS
Polymetal в Москве - запоздалый курс на Астану,2024-02-20 10:37:00,POLY
"ВТБ отразил больший убыток за 2022 год из-за переоценки ""Открытия""",2024-02-20 10:38:00,VTBR
Акции ВТБ теряют около 2% после выхода финотчета и комментариев топ-менеджера,2024-02-20 10:41:22,VTBR
"X5 купит бизнес дистрибьютора ""Форвард-Маркет"" в Башкирии",2024-02-20 10:48:00,FIVE
"Котировки Polymetal теряют на торгах 5,4%",2024-02-20 10:58:00,POLY
ВТБ представит свою стратегию развития с 26 февраля по 1 марта,2024-02-20 11:01:28,VTBR
ВТБ хочет в ходе обратного сплита увеличить номинал акции до 50 руб с 1 копейки,2024-02-20 11:10:53,VTBR
Бывший руководитель TCS Group Оливер Хьюз привлечен к работе в узбекском Капиталбанке - Ведомости,2024-02-20 11:15:00,TCSG
"""Магнит"" назначил Константина Измайлова на должность гендиректора ""Магнит Маркета""",2024-02-20 11:35:02,MGNT
Мосбиржа переведет акции Polymetal из первого котировального списка сразу в третий с 22 февраля,2024-02-20 12:43:00,POLY
"ЦБ РФ обеспечил отсутствие ""навеса"" на рынке акций при редомициляции компаний в Россию",2024-02-20 12:52:25,AFKS
Мосбиржа с 22 февраля переведет акции Polymetal с первого на третий уровень листинга,2024-02-20 12:56:30,MOEX
"Суд взыскал в пользу Сбербанка 73 млн руб с его бывшей украинской ""дочки""",2024-02-20 12:56:34,SBER
"Суд взыскал в пользу Сбербанка 73 млн руб с его бывшей украинской ""дочки""",2024-02-20 12:56:34,SBERP
"Инвестпрограмма ""Россетей"" в 2024 году составит 585 млрд рублей",2024-02-20 13:05:00,MRKU
"Инвестпрограмма ""Россетей"" в 2024 году составит 585 млрд рублей",2024-02-20 13:05:00,MRKP
"Инвестпрограмма ""Россетей"" в 2024 году составит 585 млрд рублей",2024-02-20 13:05:00,MRKC
"Инвестпрограмма ""Россетей"" в 2024 году составит 585 млрд рублей",2024-02-20 13:05:00,FEES
"Инвестпрограмма ""Россетей"" в 2024 году составит 585 млрд рублей",2024-02-20 13:05:00,MRKZ
"Инвестпрограмма ""Россетей"" в 2024 году составит 585 млрд рублей",2024-02-20 13:05:00,MSRS
Сбер в Петербурге планирует увеличить число обладателей карты мигранта на 30% в 2024 году,2024-02-20 13:24:13,SBER
Сбер в Петербурге планирует увеличить число обладателей карты мигранта на 30% в 2024 году,2024-02-20 13:24:13,SBERP
"""Технониколь"" намерен почти втрое увеличить вложения в производство каменной ваты на Урале",2024-02-20 13:24:36,MRKU
"ЦИАН заявил, что число договоров долевого участия выросло почти в 1,5 раза в 2023 году",2024-02-20 14:35:41,CIAN
"Минэнерго поддержало инициативу ""Россетей"" внедрить принцип ""бери или плати""",2024-02-20 14:44:36,MRKU
"Минэнерго поддержало инициативу ""Россетей"" внедрить принцип ""бери или плати""",2024-02-20 14:44:36,MRKP
"Минэнерго поддержало инициативу ""Россетей"" внедрить принцип ""бери или плати""",2024-02-20 14:44:36,MRKC
"Минэнерго поддержало инициативу ""Россетей"" внедрить принцип ""бери или плати""",2024-02-20 14:44:36,FEES
"Минэнерго поддержало инициативу ""Россетей"" внедрить принцип ""бери или плати""",2024-02-20 14:44:36,MRKZ
"Минэнерго поддержало инициативу ""Россетей"" внедрить принцип ""бери или плати""",2024-02-20 14:44:36,MSRS
Госдума приняла закон для снижения издержек исполнителей климатических проектов,2024-02-20 14:46:06,MOEX
"Госдума приняла закон для снижения НДПИ для ""Газпрома"" и независимых производителей газа",2024-02-20 14:46:38,GAZP
"Закупки зерна в госфонд РФ во вторник составили 14,04 тыс тонн - НТБ",2024-02-20 15:13:46,MOEX
"Первая возможность выплаты дивидендов ВТБ, по-прежнему, в 2026 г за 2025 г - топ-менеджер",2024-02-20 15:35:09,VTBR
Минфин РФ на аукционах 21 февраля предложит ОФЗ серий 26226 и 26244,2024-02-20 15:54:13,MOEX
ВТБ подтвердил планы рекомендовать не выплачивать дивиденды за 2023 год,2024-02-20 16:09:00,VTBR
"ГК ""Русагро"" подала новый иск к белгородской компании ""Агро-Белогорье"" - ИНТЕРФАКС",2024-02-20 16:29:00,AGRO
Московская биржа ждет закона об очно-заочном формате собрания акционеров,2024-02-20 17:11:33,MOEX
Росатом планирует к 2045 году довести выработку электроэнергии на АЭС до 385 млрд кВт·ч,2024-02-20 17:12:37,OGKB
"""Норникель"" сохранит географию продаж 2023 года",2024-02-20 17:21:52,GMKN
"Разгерметизация нефтепровода под Волгоградом произошла из-за незаконной врезки – ""Лукойл""",2024-02-20 18:55:12,LKOH
Минэнерго фиксирует снижение нефтепереработки в России на 7% с начала года,2024-02-20 19:18:58,LKOH
"""Норникель"" ожидает дальнейшего закрытия убыточных производств никеля в мире",2024-02-20 19:28:10,GMKN
"Миллер и Мезенцев обсудили взаимодействие России и Белоруссии в газовой сфере – ""Газпром""",2024-02-20 19:38:08,GAZP
Возможность обременений на приобретенные на бирже бумаги надо ограничить - Швецов,2024-02-20 19:48:37,MOEX
Сбербанк зафиксировал снижение цен на жилье в РФ в январе в ряде регионов,2024-02-20 20:00:19,SBER
Сбербанк зафиксировал снижение цен на жилье в РФ в январе в ряде регионов,2024-02-20 20:00:19,SBERP
Путин разрешил продажу «Полиметалла»,2024-02-20 21:51:15,POLY
Президент Литвы подписал закон о снижении акциза на нефтяной газ с 304 до 13 евро за тонну,2024-02-20 22:28:15,GAZP
Министр подтвердил отгрузку из терминала НОВАТЭКа в Усть-Луге,2024-02-20 23:32:24,NVTK
"В Амурской области шесть районов планируют газифицировать по ""Силе Сибири""",2024-02-21 02:09:58,MRKS
"Падение цен на газ в США, вероятно, приведет к спаду добычи в ближайшие месяцы - эксперт",2024-02-21 06:15:00,GAZP
Сегодня возобновляются торги Транснефтью после дробления.,2024-02-21 06:22:00,TRNFP
Сбербанк выявил новую схему мошенничества,2024-02-21 07:04:59,SBER
"В ""Яндекс переводчике"" появился редактор англоязычных текстов",2024-02-21 07:33:00,YNDX
"В Совкомбанке считают, что на российском рынке IPO не хватает институциональных инвесторов",2024-02-21 07:52:11,SVCB
Центральный офис Киви-банка в Москве продолжает работать после отзыва лицензии,2024-02-21 08:47:50,CNTL
Центральный офис Киви-банка в Москве продолжает работать после отзыва лицензии,2024-02-21 08:47:50,CNTLP
Расписки Qiwi на Мосбирже снижались почти на 50%,2024-02-21 08:59:08,QIWI
В Саратовской области на строительство новых школ в бюджет заложили 3 млрд рублей,2024-02-21 09:04:18,KRKNP
"ВТБ сообщил, что накопления россиян в юанях к концу года могут вырасти на 40%",2024-02-21 09:09:24,VTBR
"АСИ и Корпорация МСП запустили конкурс для молодых предпринимателей ""Создай наше""",2024-02-21 09:40:22,UNAC
Сбербанк сообщил о вербовке телефонными мошенниками своих жертв для преступных схем,2024-02-21 09:45:59,SBER
Сбербанк сообщил о вербовке телефонными мошенниками своих жертв для преступных схем,2024-02-21 09:45:59,SBERP
"""Газпром"" подает газ через Украину на ГИС ""Суджа"", 42,4 млн кубометров на 21 февраля",2024-02-21 09:54:34,GAZP
Терминалы Qiwi в Москве перестали принимать платежи,2024-02-21 10:00:57,QIWI
Надежды на силу Пульса в Транснефти тренснули?,2024-02-21 10:05:00,TRNFP
Пополнение QIWI-кошельков стало недоступным,2024-02-21 10:05:19,QIWI
Отзыв лицензии у QIWI Банка прервал самую длинную паузу ЦБ с 1991 года,2024-02-21 10:11:26,QIWI
Платежная система Contact перестала работать после отзыва лицензии у QIWI,2024-02-21 10:29:09,QIWI
"Магнит масштабирует сеть жестких дискаунтеров B1 в 24г, откроет еще несколько сотен точек",2024-02-21 10:36:49,MGNT
В Екатеринбурге планируют построить научно-производственный центр по созданию БПЛА,2024-02-21 10:50:39,MRKP
В Екатеринбурге планируют построить научно-производственный центр по созданию БПЛА,2024-02-21 10:50:39,MRKC
Аксаков: добавление электронных кошельков в систему страхования вкладов требует анализа,2024-02-21 10:53:49,RENI
"ВТБ повысил ставки по вкладам в юанях в среднем на 1,1 п.п., максимум до 5,05% годовых",2024-02-21 10:56:58,VTBR
Платежная система Сontact не будет работать в связи с отзывом лицензии у Киви банка — ТАСС,2024-02-21 11:45:38,QIWI
СФ одобрил закон для снижения издержек исполнителей климатических проектов,2024-02-21 12:00:52,MOEX
Падение цены расписок Qiwi достигало 50%,2024-02-21 12:15:00,QIWI
Расписки Qiwi упали в цене на 50% после нового понижения границ ценового коридора биржей,2024-02-21 12:28:55,MOEX
"""М.Видео-Эльдорадо"" на фоне спроса запустил ежемесячную страховую подписку для смартфонов",2024-02-21 12:55:36,MVID
Совет Федерации расширил перечень исключений из-под повышенного НДПИ на газ,2024-02-21 12:55:54,GAZP
ЦБ готов дополнительно оценить вопрос страхования средств на электронных кошельках,2024-02-21 13:04:14,RENI
Французский суд заморозил право собственности на виллу Irina Maria,2024-02-21 13:11:09,SIBN
ИНАРКТИКА. Презентация для инвесторов. Февраль 2024,2024-02-21 13:16:00,AQUA
QIWI Банк объявил о закрытии офисов после отзыва лицензии,2024-02-21 13:16:36,QIWI
"""Россети"" завершили проект присоединения к сетям Труновской ВЭС на Ставрополье",2024-02-21 13:17:19,MRKU
"""Россети"" завершили проект присоединения к сетям Труновской ВЭС на Ставрополье",2024-02-21 13:17:19,MRKP
"""Россети"" завершили проект присоединения к сетям Труновской ВЭС на Ставрополье",2024-02-21 13:17:19,MRKC
"""Россети"" завершили проект присоединения к сетям Труновской ВЭС на Ставрополье",2024-02-21 13:17:19,FEES
"""Россети"" завершили проект присоединения к сетям Труновской ВЭС на Ставрополье",2024-02-21 13:17:19,MRKZ
"""Россети"" завершили проект присоединения к сетям Труновской ВЭС на Ставрополье",2024-02-21 13:17:19,MSRS
В Москве перестали работать терминалы QIWI,2024-02-21 13:22:27,QIWI
"""Инарктика"" оценивает возможности по выплате дивидендов за 2024 год",2024-02-21 13:23:16,AQUA
«Мечел» подводит итоги производства и реализации продукции за 2023 год,2024-02-21 14:02:00,MTLRP
«Мечел» подводит итоги производства и реализации продукции за 2023 год,2024-02-21 14:02:00,MTLR
"""ФосАгро"" в 2023 году увеличила поставки на внутренний рынок на 12%",2024-02-21 14:02:00,PHOR
Мечел производство концентрата коксующегося угля 2023,2024-02-21 14:03:00,MTLRP
Мечел производство концентрата коксующегося угля 2023,2024-02-21 14:03:00,MTLR
"Биржевые цены на бензин в России продолжили рост, за среду прибавив более 1%",2024-02-21 14:12:36,MTSS
Туркмения проведет в Париже форум по привлечению инвестиций в энергетику,2024-02-21 14:56:47,LKOH
Мечел операционная прибыль и EBITDA 2023,2024-02-21 15:03:00,MTLRP
Мечел операционная прибыль и EBITDA 2023,2024-02-21 15:03:00,MTLR
"""Яндекс"" запустил англоязычного редактора на основе ИИ",2024-02-21 15:14:19,YNDX
"Акции ""СПБ биржи"" на торгах позитивно отреагировали на заявления ЦБ РФ",2024-02-21 15:30:35,MOEX
Что значит отзыв лицензии для владельцев кошельков QIWI и самой компании,2024-02-21 15:43:04,QIWI
Автолизинговая компания Европлан думает об IPO на 10-15 млрд р этой весной — источники,2024-02-21 15:53:28,MOEX
В 2022-2023 годах ЯТЭК прирастила в ходе геологоразведки 100 млрд куб. м запасов газа,2024-02-21 15:54:42,YAKG
«Таксиагрегатор» переведет выплаты в банк «Точка» из-за ситуации с QIWI,2024-02-21 16:04:28,QIWI
"Прибыль ""Мечела"" по МСФО в 2023 г снизилась на 65%, до 22,32 млрд руб",2024-02-21 16:14:22,MTLRP
"Прибыль ""Мечела"" по МСФО в 2023 г снизилась на 65%, до 22,32 млрд руб",2024-02-21 16:14:22,MTLR
На Урале появился агрегатор для сбора и отправки фермерской продукции в магазины,2024-02-21 16:22:04,MRKU
"Белорусский банк ""Решение"" приостановил операции через электронную платежную систему Qiwi",2024-02-21 16:22:22,QIWI
"В QIWI Kazakhstan заявили, что пытаются восстановить прежний режим работы своих сервисов",2024-02-21 16:29:20,QIWI
«Тинькофф» опроверг наличие «серьезных проблем» с переводами в Китай,2024-02-21 16:43:54,TCSG
"Премьер Ирака обсудил с основателем ""Лукойла"" работу компании в республике",2024-02-21 17:00:00,LKOH
Московская биржа с 22 февраля вводит запрет на короткие продажи расписок на акции Qiwi,2024-02-21 17:00:58,MOEX
"Комитет Госдумы предложит ФАС провести анализ последствий внедрения инициатив ""Россетей""",2024-02-21 17:03:30,MRKU
"Комитет Госдумы предложит ФАС провести анализ последствий внедрения инициатив ""Россетей""",2024-02-21 17:03:30,MRKP
"Комитет Госдумы предложит ФАС провести анализ последствий внедрения инициатив ""Россетей""",2024-02-21 17:03:30,MRKC
"Комитет Госдумы предложит ФАС провести анализ последствий внедрения инициатив ""Россетей""",2024-02-21 17:03:30,FEES
"Комитет Госдумы предложит ФАС провести анализ последствий внедрения инициатив ""Россетей""",2024-02-21 17:03:30,MRKZ
"Комитет Госдумы предложит ФАС провести анализ последствий внедрения инициатив ""Россетей""",2024-02-21 17:03:30,MSRS
"ЧИСТАЯ ПРИБЫЛЬ РУСГИДРО ПО РСБУ В 2023 Г. СОСТАВИЛА 32,67 МЛРД РУБ. ПРОТИВ 25,99 МЛРД РУБ. ГОДОМ РАНЕЕ - ОТЧЕТ - ИНТЕРФАКС",2024-02-21 17:22:00,HYDR
"EBITDA ""Русгидро"" по РСБУ в 2023 г выросла на 14%, до 113,3 млрд руб",2024-02-21 17:58:20,HYDR
"АКРА подтвердило рейтинг ""М.Видео"" на уровне ""А(RU)"", улучшив прогноз до ""позитивного""",2024-02-21 18:02:56,MVID
Yandex Go в Узбекистане после локализации в декабре уже перечислил $400 тыс налогов,2024-02-21 18:08:02,YNDX
"Компания ""Абрау-Дюрсо"" запустила производство виноградной водки",2024-02-21 18:27:00,ABRD
"""СПБ Биржа"" направила документы в правоохранительные органы из-за якобы банкротства",2024-02-21 18:54:50,SPBE
Евросоюз снимет санкции с основателя «Яндекса» Воложа,2024-02-21 19:01:30,YNDX
"ГК ""Русагро"" консолидировала Туапсинский завод железобетонных изделий",2024-02-21 19:04:00,AGRO
ФАС РФ предложила ужесточить борьбу с роботами в ходе торгов топливом на бирже,2024-02-21 19:58:08,MTSS
"ГК ""Русагро"" консолидировала Туапсинский завод железобетонных изделий.  ""В части дальнейшей судьбы актива - пока не комментируем"", - сказали в ""Русагро"". - ИНТЕРФАКС",2024-02-21 19:59:00,AGRO
ЦБ оценит страхование электронных кошельков после отзыва лицензии у QIWI,2024-02-21 20:20:03,QIWI
Reuters: United Airlines возобновляет полеты в Израиль впервые с октября,2024-02-21 23:48:06,GEMC
Аршавин попросил Путина помочь «Газпрому» создать аналог игры FIFA,2024-02-21 23:51:11,GAZP
«Сбер» начал работу над искусственным интеллектом для роботов,2024-02-22 00:00:07,SBER
"""Камаз"" к сентябрю произведет еще 12 беспилотных грузовиков",2024-02-22 00:02:20,KMAZ
На БелАЭС планируют в этом году выработать свыше 16 млрд кВт·ч энергии,2024-02-22 00:59:13,RKKE
Узбекистан решил в четыре раза увеличить объемы поставок газа из России,2024-02-22 02:35:26,GAZP
Газ из РФ нужен Узбекистану для покрытия растущего дефицита на внутреннем рынке – эксперт,2024-02-22 05:00:00,GAZP
Производство детской мебели в 2024 году может вырасти в пределах 10%,2024-02-22 05:06:19,DSKY
Polymetal не намерен проводить делистинг с Мосбиржи,2024-02-22 05:15:51,POLY
Электродное производство Челябинского электрометаллургического комбината закроют 1 марта,2024-02-22 05:55:43,MAGN
"""Яндекс"" выведет на зарубежные рынки новые бренды потребительской электроники",2024-02-22 07:31:08,YNDX
ЦИАН: в России вторичное жилье подорожало в два раза за пять лет,2024-02-22 09:13:58,CIAN
Мечел EBITDA в USD,2024-02-22 09:15:00,MTLRP
Мечел EBITDA в USD,2024-02-22 09:15:00,MTLR
"Цены на какао пробили пик описанный в книге Адама Смита ""Игра на деньги""",2024-02-22 09:17:00,PIKK
ЦБ РФ возобновил продажу юаней в рамках валютного свопа,2024-02-22 09:40:16,MOEX
Оператором энергорынка Молдавии будет дочерняя компания энергобиржи Румынии - министр,2024-02-22 09:44:03,GAZP
"""Северсталь"" вложит более 6 млрд руб в реконструкцию стана 2000 Череповецкого меткомбината",2024-02-22 10:00:00,CHMF
"""Аэрофлот"" опроверг информацию о проблемах с медобслуживанием работников",2024-02-22 10:30:30,AFLT
Суд РФ постановил взыскать с Linde 114 млрд руб в пользу партнера Газпрома по Усть-Луге и обратил взыскание на ее активы,2024-02-22 10:52:08,GAZP
"""Сахалинская Энергия"" продолжает продавать Японии более 60% СПГ с проекта ""Сахалин-2""",2024-02-22 10:59:31,RKKE
"""Россети Тюмень"" обеспечат электроснабжение особой экономической зоны в Югре",2024-02-22 11:03:12,MRKU
"""Россети Тюмень"" обеспечат электроснабжение особой экономической зоны в Югре",2024-02-22 11:03:12,MRKP
"""Россети Тюмень"" обеспечат электроснабжение особой экономической зоны в Югре",2024-02-22 11:03:12,MRKC
"""Россети Тюмень"" обеспечат электроснабжение особой экономической зоны в Югре",2024-02-22 11:03:12,FEES
"""Россети Тюмень"" обеспечат электроснабжение особой экономической зоны в Югре",2024-02-22 11:03:12,MRKZ
"""Россети Тюмень"" обеспечат электроснабжение особой экономической зоны в Югре",2024-02-22 11:03:12,MSRS
"Решение выйти из активов в России имело для Wintershall Dea ""глубокие последствия"" – глава",2024-02-22 11:07:06,GAZP
«Яндекс» возглавил рейтинг самых дорогих компаний Рунета,2024-02-22 11:14:23,YNDX
Суд оставил без рассмотрения иск к МТС на ₽10 млн из-за «голой вечеринки»,2024-02-22 11:58:51,MTSS
Polymetal подтвердил намерение сохранить листинг на МосБирже,2024-02-22 11:59:00,POLY
Polymetal не будет инициировать делистинг с Московской биржи,2024-02-22 11:59:14,MOEX
"Первый СПГ на проекте ""Арктик СПГ 2"" был получен в декабре 2023 г - ""Новатэк""",2024-02-22 12:00:30,NVTK
В приложении Райффайзенбанка произошел сбой,2024-02-22 12:44:54,QIWI
"Повестка к СД в ПАО ""ЭсЭфАй""",2024-02-22 12:56:00,SFIN
"Суд приостановил проведение выработок на двух шахтах ""Распадской""",2024-02-22 13:13:00,RASP
"""Лукойл"" подписал соглашение об освоении дополнительного участка месторождения в Египте",2024-02-22 13:30:59,LKOH
"""Магнит"" запустил проект по поставке партнерам отечественных семян, начал с картофеля",2024-02-22 13:53:55,MGNT
Товарооборот РФ с Китаем в 2024 году может достигнуть рекордных $250 млрд - эксперт,2024-02-22 14:14:33,GAZP
Коэффициент восполнения запасов НОВАТЭКа в 2023г составил 104% - ИНТЕРФАКС,2024-02-22 14:25:00,NVTK
Киргизия аннулирует регистрацию QIWI Банка как оператора переводов,2024-02-22 14:34:24,QIWI
Казмунайгаз продаст Татнефти 50% в проекте по разработке участка Каратон Подсолевой,2024-02-22 14:40:49,TATNP
Казмунайгаз продаст Татнефти 50% в проекте по разработке участка Каратон Подсолевой,2024-02-22 14:40:49,TATN
"Биржевые цены на бензин Аи-92 за короткую неделю выросли на 7%, Аи-95 - на 8,5%",2024-02-22 14:41:55,MTSS
"Чистая прибыль ""Новатэка"" по РСБУ в 2023 г снизилась на 17,2%, до 530,4 млрд руб",2024-02-22 14:59:26,NVTK
Московская биржа проводит дискретный аукцион по дорожающим акциям SFI,2024-02-22 15:19:47,MOEX
"ВЕЛИКОБРИТАНИЯ ВВЕЛА САНКЦИИ ПРОТИВ ИГОРЯ ЗЮЗИНА, ТОП-МЕНЕДЖЕРОВ АЛРОСА, НОВАТЭКА, СОВЛАДЕЛЬЦЕВ УГМК, ОМК - ДОКУМЕНТ - ИНТЕРФАКС",2024-02-22 15:43:00,NVTK
"ВЕЛИКОБРИТАНИЯ ВВЕЛА САНКЦИИ ПРОТИВ ИГОРЯ ЗЮЗИНА, ТОП-МЕНЕДЖЕРОВ АЛРОСА, НОВАТЭКА, СОВЛАДЕЛЬЦЕВ УГМК, ОМК - ДОКУМЕНТ - ИНТЕРФАКС",2024-02-22 15:43:00,ALRS
Великобритания ввела новые санкции против России,2024-02-22 15:48:06,MTLR
Великобритания ввела новые санкции против России,2024-02-22 15:48:06,ALRS
"Закупки зерна в госфонд РФ в четверг составили 5,67 тыс тонн - НТБ",2024-02-22 16:06:41,MOEX
"Британия ввела санкции против Зюзина и топ-менеджеров ""АЛРОСА"" и ""НОВАТЭКа""",2024-02-22 16:15:00,NVTK
"Британия ввела санкции против Зюзина и топ-менеджеров ""АЛРОСА"" и ""НОВАТЭКа""",2024-02-22 16:15:00,ALRS
"Новые санкции Британии против металлургов РФ, хотя и расширены, но не впечатляют - эксперт",2024-02-22 17:46:54,MTLRP
"Новые санкции Британии против металлургов РФ, хотя и расширены, но не впечатляют - эксперт",2024-02-22 17:46:54,MTLR
"Средняя максимальная ставка по вкладам в РФ выросла на 0,03 п.п., до 14,86% - ЦБ",2024-02-22 17:50:40,SBER
"Средняя максимальная ставка по вкладам в РФ выросла на 0,03 п.п., до 14,86% - ЦБ",2024-02-22 17:50:40,SBERP
ЦБ исключил QIWI Банк и Contact из реестра операторов платежных систем,2024-02-22 18:00:37,QIWI
ЦБ определил ряд важных аспектов страхования ответственности за утечку персональных данных,2024-02-22 18:12:00,RENI
"Мосбиржа запустила торги акциями КЛВЗ ""Кристалл"", бумаги снижаются на 11%",2024-02-22 18:15:33,MOEX
Reuters: в США арестовали двух человек якобы за содействие главе ВТБ в обходе санкций,2024-02-22 18:16:34,VTBR
Рынок акций РФ в четверг подрос по индексу МосБиржи во главе с Polymetal,2024-02-22 19:01:00,POLY
"Сделка по продаже бизнеса Qiwi в РФ может сорваться, а бумаги уйти с биржи - эксперты",2024-02-22 19:02:01,MOEX
Расписки Qiwi падают почти на 9% после сообщения Мосбиржи об исключении их из индексов,2024-02-22 19:28:47,MOEX
Московская биржа исключает депозитарные расписки Qiwi из индексов,2024-02-22 19:33:56,MOEX
Путин пообещал подбросить Хуснуллина на «КАМАЗе»,2024-02-22 21:10:52,KMAZ
"Российский рынок акций вырастет, рубль укрепится к доллару на следующей неделе – эксперты",2024-02-22 22:02:03,MOEX
В США арестовали экс-совладельца «Открытия»,2024-02-22 22:22:59,VTBR
В Саратовской области в 2024 году догазифицируют почти 500 домов,2024-02-22 22:45:55,KRKNP
"Минюст США грозит Костину тюрьмой, несмотря на презумпцию невиновности",2024-02-22 23:17:02,VTBR
Мосбиржа исключает расписки QIWI из индексов акций,2024-02-23 09:35:00,QIWI
Украина начала коммерческий обмен электроэнергией с Венгрией,2024-02-23 09:50:10,OGKB
"""Газпром экспорт"" подал в суд РФ иск к трейдинговой ""дочке"" германской Uniper",2024-02-23 11:44:58,SIBN
В Чечне планируют создать центр инжиниринговых разработок,2024-02-23 12:32:29,MRKP
В Чечне планируют создать центр инжиниринговых разработок,2024-02-23 12:32:29,MRKC
"Молдавия понесла ущерб в более $1 млрд из-за отказа от закупки газа у ""Газпрома"" - Додон",2024-02-23 12:40:06,GAZP
Биржевые цены на газ в Европе впервые с середины 2021 г опустились ниже $250 за тыс кубов,2024-02-23 13:27:10,GAZP
Газпром экспорт подал иск в российский суд к немецким трейдерам,2024-02-23 15:07:41,GAZP
Нацбанк Грузии изучит появившуюся у Сбербанка возможность переводов на грузинские счета,2024-02-23 15:54:20,SBER
Под санкции США попал оператор платежной системы «Мир» и девелопер ПИК,2024-02-23 17:15:50,PIKK
"Гендиректоры ""Юнипро"" и ""Форвард энерго"" включены в санкционный список OFAC",2024-02-23 17:47:00,VRSB
"Гендиректоры ""Юнипро"" и ""Форвард энерго"" включены в санкционный список OFAC",2024-02-23 17:47:00,UPRO
"Мечел, ТМК и СУЭК включены в SDN List",2024-02-23 17:51:00,MTLRP
"Мечел, ТМК и СУЭК включены в SDN List",2024-02-23 17:51:00,MTLR
"Канада ввела санкции против крупнейшего производителя титана ""ВСМПО-Ависма"" - МИД",2024-02-23 19:20:46,VSMO
ПИК отмечает отсутствие влияния санкций на свой бизнес,2024-02-23 19:21:31,PIKK
Как санкции США повлияют на карты «Мир» за рубежом и внешние расчеты,2024-02-23 20:08:52,SPBE
Инвестиции в промпредприятия Саратовской области выросли на 27% за 2023 год,2024-02-23 20:49:20,KRKNP
"Санкции против ""СПБ Банка"" затруднят работу ""СПБ Биржи"" по разблокировке активов - эксперт",2024-02-23 22:29:58,SPBE
ПИК отреагировал на санкции США,2024-02-23 23:04:20,PIKK
Губернатор сообщил о пожаре в одном из цехов НЛМК в Липецке,2024-02-24 04:03:56,NLMK
"""Газпром"" подает газ для Европы через Украину в объеме 42,4 млн куб. м через ""Суджу""",2024-02-24 07:00:50,SIBN
"""Газпром"" подает газ для Европы через Украину в объеме 42,4 млн куб. м через ""Суджу""",2024-02-24 07:00:50,GAZP
США ввели блокирующие санкции против «Совкомфлота» и 14 танкеров - РБК,2024-02-24 08:07:00,FLOT
Глава ВТБ отверг обвинения в обходе санкций США,2024-02-24 09:00:11,VTBR
Нагорный сообщил о разработке аналога FIFA после обращения к Путину,2024-02-24 14:17:02,GAZP
Как Telegram обогнал в России Сбербанк и Wildberries. Инфографика,2024-02-24 16:00:19,YNDX
Товар с наркотиками обнаружили на складе Ozon в Петербурге,2024-02-24 18:18:23,OZON
"""Газпром"" подает газ для Европы в объеме 42 млн куб. м через ""Суджу""",2024-02-25 07:01:09,SIBN
"""Газпром"" подает газ для Европы в объеме 42 млн куб. м через ""Суджу""",2024-02-25 07:01:09,GAZP
В центре Петербурга открылось рекордное за пять лет число магазинов локальных брендов,2024-02-25 12:39:51,MRKP
В центре Петербурга открылось рекордное за пять лет число магазинов локальных брендов,2024-02-25 12:39:51,MRKC
"Республика Сербская подписала с ""Газпромом"" соглашение о поставках газа до 2025 года",2024-02-26 04:15:15,SIBN
"Platts: «Сахалинская энергия», управляющая СПГ-проектом «Сахалин-2», предлагает китайским покупателям приобрести 12 партий СПГ в год на срок в 3–5 лет - Ъ",2024-02-26 05:19:00,RKKE
"В ФАС заявили о замечаниях к ценообразованию ""Яндекс такси""",2024-02-26 05:27:57,YNDX
"Дипломат РФ заявила, что 87% электроэнергии производится на основе чистых источников",2024-02-26 05:40:49,OGKB
В ФАС усомнились в целесообразности максимального порога цен на такси в России - газета,2024-02-26 06:38:11,YNDX
"Сбер рекомендовал пользователям обновить ""Сбербанк онлайн"" на Android",2024-02-26 07:18:17,SBER
"Сбер рекомендовал пользователям обновить ""Сбербанк онлайн"" на Android",2024-02-26 07:18:17,SBERP
"Агентство госрезерва Таджикистана заключило контракт на поставку топлива с ""Татнефтью""",2024-02-26 07:38:55,TATNP
"Агентство госрезерва Таджикистана заключило контракт на поставку топлива с ""Татнефтью""",2024-02-26 07:38:55,TATN
"""Яковлев"" стал ответчиком по иску на 1,8 млрд рублей от структуры ОДК",2024-02-26 08:55:00,IRKT
ХОЛДИНГОВАЯ КОМПАНИЯ TCS GROUP РЕДОМИЦИЛИРОВАНА В РФ - УК САР ПРИМОРЬЯ - ИНТЕРФАКС,2024-02-26 09:16:00,TCSG
"Республика Сербская заключила с ""Газпромом"" договор о поставках газа до 2025 г - Додик",2024-02-26 09:22:29,GAZP
Холдинговая компания TCS Group редомицилирована в Россию,2024-02-26 09:28:00,TCSG
«Тинькофф» сменил регистрацию с Кипра на остров Русский,2024-02-26 09:37:08,TCSG
ПАО Московская Биржа Годовая консолидированная финансовая отчетность по МСФО  2023,2024-02-26 09:46:00,MOEX
